ITEM_NAME_MIRASTONE_001;Fire Mirajewel
ITEM_NAME_MIRASTONE_047_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_047_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_047_LC05;Banishra mirajewels
ITEM_NAME_MIRASTONE_047_LC06;NOT USED
ITEM_NAME_MIRASTONE_047_LC07;NOT USED
ITEM_NAME_MIRASTONE_047_LC08;NOT USED
ITEM_NAME_MIRASTONE_047_LC09;NOT USED
ITEM_NAME_MIRASTONE_048;Abyss Mirajewel
ITEM_NAME_MIRASTONE_048_LC01;Abyss mirajewel
ITEM_NAME_MIRASTONE_048_LC02;NOT USED
ITEM_NAME_MIRASTONE_048_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_048_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_048_LC05;Abyss mirajewels
ITEM_NAME_MIRASTONE_048_LC06;NOT USED
ITEM_NAME_MIRASTONE_048_LC07;NOT USED
ITEM_NAME_MIRASTONE_048_LC08;NOT USED
ITEM_NAME_MIRASTONE_048_LC09;NOT USED
ITEM_NAME_MIRASTONE_049;HP+ Mirajewel
ITEM_NAME_MIRASTONE_049_LC01;HP+ mirajewel
ITEM_NAME_MIRASTONE_049_LC02;NOT USED
ITEM_NAME_MIRASTONE_049_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_049_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_049_LC05;HP+ mirajewels
ITEM_NAME_MIRASTONE_049_LC06;NOT USED
ITEM_NAME_MIRASTONE_049_LC07;NOT USED
ITEM_NAME_MIRASTONE_049_LC08;NOT USED
ITEM_NAME_MIRASTONE_049_LC09;NOT USED
ITEM_NAME_MIRASTONE_050;HP++ Mirajewel
ITEM_NAME_MIRASTONE_050_LC01;HP++ mirajewel
ITEM_NAME_MIRASTONE_050_LC02;NOT USED
ITEM_NAME_MIRASTONE_050_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_050_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_050_LC05;HP++ mirajewels
ITEM_NAME_MIRASTONE_050_LC06;NOT USED
ITEM_NAME_MIRASTONE_050_LC07;NOT USED
ITEM_NAME_MIRASTONE_050_LC08;NOT USED
ITEM_NAME_MIRASTONE_050_LC09;NOT USED
ITEM_NAME_MIRASTONE_051;HP+++ Mirajewel
ITEM_NAME_MIRASTONE_051_LC01;HP+++ mirajewel
ITEM_NAME_MIRASTONE_051_LC02;NOT USED
ITEM_NAME_MIRASTONE_051_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_051_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_051_LC05;HP+++ mirajewels
ITEM_NAME_MIRASTONE_051_LC06;NOT USED
ITEM_NAME_MIRASTONE_051_LC07;NOT USED
ITEM_NAME_MIRASTONE_051_LC08;NOT USED
ITEM_NAME_MIRASTONE_051_LC09;NOT USED
ITEM_NAME_MIRASTONE_052;Strength+ Mirajewel
ITEM_NAME_MIRASTONE_052_LC01;Strength+ mirajewel
ITEM_NAME_MIRASTONE_052_LC02;NOT USED
ITEM_NAME_MIRASTONE_052_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_052_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_052_LC05;Strength+ mirajewels
ITEM_NAME_MIRASTONE_052_LC06;NOT USED
ITEM_NAME_MIRASTONE_052_LC07;NOT USED
ITEM_NAME_MIRASTONE_052_LC08;NOT USED
ITEM_NAME_MIRASTONE_052_LC09;NOT USED
ITEM_NAME_MIRASTONE_053;Strength++ Mirajewel
ITEM_NAME_MIRASTONE_053_LC01;Strength++ mirajewel
ITEM_NAME_MIRASTONE_053_LC02;NOT USED
ITEM_NAME_MIRASTONE_053_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_053_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_053_LC05;Strength++ mirajewels
ITEM_NAME_MIRASTONE_053_LC06;NOT USED
ITEM_NAME_MIRASTONE_053_LC07;NOT USED
ITEM_NAME_MIRASTONE_053_LC08;NOT USED
ITEM_NAME_MIRASTONE_053_LC09;NOT USED
ITEM_NAME_MIRASTONE_054;Strength+++ Mirajewel
ITEM_NAME_MIRASTONE_054_LC01;Strength+++ mirajewel
ITEM_NAME_MIRASTONE_054_LC02;NOT USED
ITEM_NAME_MIRASTONE_054_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_054_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_054_LC05;Strength+++ mirajewels
ITEM_NAME_MIRASTONE_054_LC06;NOT USED
ITEM_NAME_MIRASTONE_054_LC07;NOT USED
ITEM_NAME_MIRASTONE_054_LC08;NOT USED
ITEM_NAME_MIRASTONE_054_LC09;NOT USED
ITEM_NAME_MIRASTONE_055;Defense+ Mirajewel
ITEM_NAME_MIRASTONE_055_LC01;Defense+ mirajewel
ITEM_NAME_MIRASTONE_055_LC02;NOT USED
ITEM_NAME_MIRASTONE_055_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_055_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_055_LC05;Defense+ mirajewels
ITEM_NAME_MIRASTONE_055_LC06;NOT USED
ITEM_NAME_MIRASTONE_055_LC07;NOT USED
ITEM_NAME_MIRASTONE_055_LC08;NOT USED
ITEM_NAME_MIRASTONE_055_LC09;NOT USED
ITEM_NAME_MIRASTONE_056;Defense++ Mirajewel
ITEM_NAME_MIRASTONE_056_LC01;Defense++ mirajewel
ITEM_NAME_MIRASTONE_056_LC02;NOT USED
ITEM_NAME_MIRASTONE_056_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_056_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_056_LC05;Defense++ mirajewels
ITEM_NAME_MIRASTONE_056_LC06;NOT USED
ITEM_NAME_MIRASTONE_056_LC07;NOT USED
ITEM_NAME_MIRASTONE_056_LC08;NOT USED
ITEM_NAME_MIRASTONE_056_LC09;NOT USED
ITEM_NAME_MIRASTONE_057;Defense+++ Mirajewel
ITEM_NAME_MIRASTONE_057_LC01;Defense+++ mirajewel
ITEM_NAME_MIRASTONE_057_LC02;NOT USED
ITEM_NAME_MIRASTONE_057_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_057_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_057_LC05;Defense+++ mirajewels
ITEM_NAME_MIRASTONE_057_LC06;NOT USED
ITEM_NAME_MIRASTONE_057_LC07;NOT USED
ITEM_NAME_MIRASTONE_057_LC08;NOT USED
ITEM_NAME_MIRASTONE_057_LC09;NOT USED
ITEM_NAME_MIRASTONE_058;Magic+ Mirajewel
ITEM_NAME_MIRASTONE_058_LC01;Magic+ mirajewel
ITEM_NAME_MIRASTONE_058_LC02;NOT USED
ITEM_NAME_MIRASTONE_058_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_058_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_058_LC05;Magic+ mirajewels
ITEM_NAME_MIRASTONE_058_LC06;NOT USED
ITEM_NAME_MIRASTONE_058_LC07;NOT USED
ITEM_NAME_MIRASTONE_058_LC08;NOT USED
ITEM_NAME_MIRASTONE_058_LC09;NOT USED
ITEM_NAME_MIRASTONE_059;Magic++ Mirajewel
ITEM_NAME_MIRASTONE_059_LC01;Magic++ mirajewel
ITEM_NAME_MIRASTONE_059_LC02;NOT USED
ITEM_NAME_MIRASTONE_059_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_059_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_059_LC05;Magic++ mirajewels
ITEM_NAME_MIRASTONE_059_LC06;NOT USED
ITEM_NAME_MIRASTONE_059_LC07;NOT USED
ITEM_NAME_MIRASTONE_059_LC08;NOT USED
ITEM_NAME_MIRASTONE_059_LC09;NOT USED
ITEM_NAME_MIRASTONE_060;Magic+++ Mirajewel
ITEM_NAME_MIRASTONE_060_LC01;Magic+++ mirajewel
ITEM_NAME_MIRASTONE_060_LC02;NOT USED
ITEM_NAME_MIRASTONE_060_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_060_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_060_LC05;Magic+++ mirajewels
ITEM_NAME_MIRASTONE_060_LC06;NOT USED
ITEM_NAME_MIRASTONE_060_LC07;NOT USED
ITEM_NAME_MIRASTONE_060_LC08;NOT USED
ITEM_NAME_MIRASTONE_060_LC09;NOT USED
ITEM_NAME_MIRASTONE_061;Magic Defense+ Mirajewel
ITEM_NAME_MIRASTONE_061_LC01;Magic Defense+ mirajewel
ITEM_NAME_MIRASTONE_061_LC02;NOT USED
ITEM_NAME_MIRASTONE_061_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_061_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_061_LC05;Magic Defense+ mirajewels
ITEM_NAME_MIRASTONE_061_LC06;NOT USED
ITEM_NAME_MIRASTONE_061_LC07;NOT USED
ITEM_NAME_MIRASTONE_061_LC08;NOT USED
ITEM_NAME_MIRASTONE_061_LC09;NOT USED
ITEM_NAME_MIRASTONE_062;Magic Defense++ Mirajewel
ITEM_NAME_MIRASTONE_062_LC01;Magic Defense++ mirajewel
ITEM_NAME_MIRASTONE_062_LC02;NOT USED
ITEM_NAME_MIRASTONE_062_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_062_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_062_LC05;Magic Defense++ mirajewels
ITEM_NAME_MIRASTONE_062_LC06;NOT USED
ITEM_NAME_MIRASTONE_062_LC07;NOT USED
ITEM_NAME_MIRASTONE_062_LC08;NOT USED
ITEM_NAME_MIRASTONE_062_LC09;NOT USED
ITEM_NAME_MIRASTONE_063;Magic Defense+++ Mirajewel
ITEM_NAME_MIRASTONE_063_LC01;Magic Defense+++ mirajewel
ITEM_NAME_MIRASTONE_063_LC02;NOT USED
ITEM_NAME_MIRASTONE_063_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_063_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_063_LC05;Magic Defense+++ mirajewels
ITEM_NAME_MIRASTONE_063_LC06;NOT USED
ITEM_NAME_MIRASTONE_063_LC07;NOT USED
ITEM_NAME_MIRASTONE_063_LC08;NOT USED
ITEM_NAME_MIRASTONE_063_LC09;NOT USED
ITEM_NAME_MIRASTONE_064;Agility+ Mirajewel
ITEM_NAME_MIRASTONE_064_LC01;Agility+ mirajewel
ITEM_NAME_MIRASTONE_064_LC02;NOT USED
ITEM_NAME_MIRASTONE_064_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_064_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_064_LC05;Agility+ mirajewels
ITEM_NAME_MIRASTONE_064_LC06;NOT USED
ITEM_NAME_MIRASTONE_064_LC07;NOT USED
ITEM_NAME_MIRASTONE_064_LC08;NOT USED
ITEM_NAME_MIRASTONE_064_LC09;NOT USED
ITEM_NAME_MIRASTONE_065;Agility++ Mirajewel
ITEM_NAME_MIRASTONE_065_LC01;Agility++ mirajewel
ITEM_NAME_MIRASTONE_065_LC02;NOT USED
ITEM_NAME_MIRASTONE_065_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_065_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_065_LC05;Agility++ mirajewels
ITEM_NAME_MIRASTONE_065_LC06;NOT USED
ITEM_NAME_MIRASTONE_065_LC07;NOT USED
ITEM_NAME_MIRASTONE_065_LC08;NOT USED
ITEM_NAME_MIRASTONE_065_LC09;NOT USED
ITEM_NAME_MIRASTONE_066;Agility+++ Mirajewel
ITEM_NAME_MIRASTONE_066_LC01;Agility+++ mirajewel
ITEM_NAME_MIRASTONE_066_LC02;NOT USED
ITEM_NAME_MIRASTONE_066_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_066_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_066_LC05;Agility+++ mirajewels
ITEM_NAME_MIRASTONE_066_LC06;NOT USED
ITEM_NAME_MIRASTONE_066_LC07;NOT USED
ITEM_NAME_MIRASTONE_066_LC08;NOT USED
ITEM_NAME_MIRASTONE_066_LC09;NOT USED
ITEM_NAME_MIRASTONE_067;Accuracy+ Mirajewel
ITEM_NAME_MIRASTONE_067_LC01;Accuracy+ mirajewel
ITEM_NAME_MIRASTONE_067_LC02;NOT USED
ITEM_NAME_MIRASTONE_067_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_067_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_067_LC05;Accuracy+ mirajewels
ITEM_NAME_MIRASTONE_067_LC06;NOT USED
ITEM_NAME_MIRASTONE_067_LC07;NOT USED
ITEM_NAME_MIRASTONE_067_LC08;NOT USED
ITEM_NAME_MIRASTONE_067_LC09;NOT USED
ITEM_NAME_MIRASTONE_068;Accuracy++ Mirajewel
ITEM_NAME_MIRASTONE_068_LC01;Accuracy++ mirajewel
ITEM_NAME_MIRASTONE_068_LC02;NOT USED
ITEM_NAME_MIRASTONE_068_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_068_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_068_LC05;Accuracy++ mirajewels
ITEM_NAME_MIRASTONE_068_LC06;NOT USED
ITEM_NAME_MIRASTONE_068_LC07;NOT USED
ITEM_NAME_MIRASTONE_068_LC08;NOT USED
ITEM_NAME_MIRASTONE_068_LC09;NOT USED
ITEM_NAME_MIRASTONE_069;Accuracy+++ Mirajewel
ITEM_NAME_MIRASTONE_069_LC01;Accuracy+++ mirajewel
ITEM_NAME_MIRASTONE_069_LC02;NOT USED
ITEM_NAME_MIRASTONE_069_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_069_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_069_LC05;Accuracy+++ mirajewels
ITEM_NAME_MIRASTONE_069_LC06;NOT USED
ITEM_NAME_MIRASTONE_069_LC07;NOT USED
ITEM_NAME_MIRASTONE_069_LC08;NOT USED
ITEM_NAME_MIRASTONE_069_LC09;NOT USED
ITEM_NAME_MIRASTONE_070;Evasion+ Mirajewel
ITEM_NAME_MIRASTONE_070_LC01;Evasion+ mirajewel
ITEM_NAME_MIRASTONE_070_LC02;NOT USED
ITEM_NAME_MIRASTONE_070_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_070_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_070_LC05;Evasion+ mirajewels
ITEM_NAME_MIRASTONE_070_LC06;NOT USED
ITEM_NAME_MIRASTONE_070_LC07;NOT USED
ITEM_NAME_MIRASTONE_070_LC08;NOT USED
ITEM_NAME_MIRASTONE_070_LC09;NOT USED
ITEM_NAME_MIRASTONE_071;Evasion++ Mirajewel
ITEM_NAME_MIRASTONE_071_LC01;Evasion++ mirajewel
ITEM_NAME_MIRASTONE_071_LC02;NOT USED
ITEM_NAME_MIRASTONE_071_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_071_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_071_LC05;Evasion++ mirajewels
ITEM_NAME_MIRASTONE_071_LC06;NOT USED
ITEM_NAME_MIRASTONE_071_LC07;NOT USED
ITEM_NAME_MIRASTONE_071_LC08;NOT USED
ITEM_NAME_MIRASTONE_071_LC09;NOT USED
ITEM_NAME_MIRASTONE_072;Evasion+++ Mirajewel
ITEM_NAME_MIRASTONE_072_LC01;Evasion+++ mirajewel
ITEM_NAME_MIRASTONE_072_LC02;NOT USED
ITEM_NAME_MIRASTONE_072_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_072_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_072_LC05;Evasion+++ mirajewels
ITEM_NAME_MIRASTONE_072_LC06;NOT USED
ITEM_NAME_MIRASTONE_072_LC07;NOT USED
ITEM_NAME_MIRASTONE_072_LC08;NOT USED
ITEM_NAME_MIRASTONE_072_LC09;NOT USED
ITEM_NAME_MIRASTONE_073;Critical+ Mirajewel
ITEM_NAME_MIRASTONE_073_LC01;Critical+ mirajewel
ITEM_NAME_MIRASTONE_073_LC02;NOT USED
ITEM_NAME_MIRASTONE_073_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_073_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_073_LC05;Critical+ mirajewels
ITEM_NAME_MIRASTONE_073_LC06;NOT USED
ITEM_NAME_MIRASTONE_073_LC07;NOT USED
ITEM_NAME_MIRASTONE_073_LC08;NOT USED
ITEM_NAME_MIRASTONE_073_LC09;NOT USED
ITEM_NAME_MIRASTONE_074;Critical++ Mirajewel
ITEM_NAME_MIRASTONE_074_LC01;Critical++ mirajewel
ITEM_NAME_MIRASTONE_074_LC02;NOT USED
ITEM_NAME_MIRASTONE_074_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_074_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_074_LC05;Critical++ mirajewels
ITEM_NAME_MIRASTONE_074_LC06;NOT USED
ITEM_NAME_MIRASTONE_074_LC07;NOT USED
ITEM_NAME_MIRASTONE_074_LC08;NOT USED
ITEM_NAME_MIRASTONE_074_LC09;NOT USED
ITEM_NAME_MIRASTONE_075;Critical+++ Mirajewel
ITEM_NAME_MIRASTONE_075_LC01;Critical+++ mirajewel
ITEM_NAME_MIRASTONE_075_LC02;NOT USED
ITEM_NAME_MIRASTONE_075_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_075_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_075_LC05;Critical+++ mirajewels
ITEM_NAME_MIRASTONE_075_LC06;NOT USED
ITEM_NAME_MIRASTONE_075_LC07;NOT USED
ITEM_NAME_MIRASTONE_075_LC08;NOT USED
ITEM_NAME_MIRASTONE_075_LC09;NOT USED
ITEM_NAME_MIRASTONE_076;Fire Resistance+ Mirajewel
ITEM_NAME_MIRASTONE_076_LC01;Fire Resistance+ mirajewel
ITEM_NAME_MIRASTONE_076_LC02;NOT USED
ITEM_NAME_MIRASTONE_076_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_076_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_076_LC05;Fire Resistance+ mirajewels
ITEM_NAME_MIRASTONE_076_LC06;NOT USED
ITEM_NAME_MIRASTONE_076_LC07;NOT USED
ITEM_NAME_MIRASTONE_076_LC08;NOT USED
ITEM_NAME_MIRASTONE_076_LC09;NOT USED
ITEM_NAME_MIRASTONE_077;Fire Resistance++ Mirajewel
ITEM_NAME_MIRASTONE_077_LC01;Fire Resistance++ mirajewel
ITEM_NAME_MIRASTONE_077_LC02;NOT USED
ITEM_NAME_MIRASTONE_077_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_077_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_077_LC05;Fire Resistance++ mirajewels
ITEM_NAME_MIRASTONE_077_LC06;NOT USED
ITEM_NAME_MIRASTONE_077_LC07;NOT USED
ITEM_NAME_MIRASTONE_077_LC08;NOT USED
ITEM_NAME_MIRASTONE_077_LC09;NOT USED
ITEM_NAME_MIRASTONE_078;Fire Resistance+++ Mirajewel
ITEM_NAME_MIRASTONE_078_LC01;Fire Resistance+++ mirajewel
ITEM_NAME_MIRASTONE_078_LC02;NOT USED
ITEM_NAME_MIRASTONE_078_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_078_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_078_LC05;Fire Resistance+++ mirajewels
ITEM_NAME_MIRASTONE_078_LC06;NOT USED
ITEM_NAME_MIRASTONE_078_LC07;NOT USED
ITEM_NAME_MIRASTONE_078_LC08;NOT USED
ITEM_NAME_MIRASTONE_078_LC09;NOT USED
ITEM_NAME_MIRASTONE_079;Ice Resistance+ Mirajewel
ITEM_NAME_MIRASTONE_079_LC01;Ice Resistance+ mirajewel
ITEM_NAME_MIRASTONE_079_LC02;NOT USED
ITEM_NAME_MIRASTONE_079_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_079_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_079_LC05;Ice Resistance+ mirajewels
ITEM_NAME_MIRASTONE_079_LC06;NOT USED
ITEM_NAME_MIRASTONE_079_LC07;NOT USED
ITEM_NAME_MIRASTONE_079_LC08;NOT USED
ITEM_NAME_MIRASTONE_079_LC09;NOT USED
ITEM_NAME_MIRASTONE_080;Ice Resistance++ Mirajewel
ITEM_NAME_MIRASTONE_080_LC01;Ice Resistance++ mirajewel
ITEM_NAME_MIRASTONE_080_LC02;NOT USED
ITEM_NAME_MIRASTONE_080_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_080_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_080_LC05;Ice Resistance++ mirajewels
ITEM_NAME_MIRASTONE_080_LC06;NOT USED
ITEM_NAME_MIRASTONE_080_LC07;NOT USED
ITEM_NAME_MIRASTONE_080_LC08;NOT USED
ITEM_NAME_MIRASTONE_080_LC09;NOT USED
ITEM_NAME_MIRASTONE_081;Ice Resistance+++ Mirajewel
ITEM_NAME_MIRASTONE_081_LC01;Ice Resistance+++ mirajewel
ITEM_NAME_MIRASTONE_081_LC02;NOT USED
ITEM_NAME_MIRASTONE_081_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_081_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_081_LC05;Ice Resistance+++ mirajewels
ITEM_NAME_MIRASTONE_081_LC06;NOT USED
ITEM_NAME_MIRASTONE_081_LC07;NOT USED
ITEM_NAME_MIRASTONE_081_LC08;NOT USED
ITEM_NAME_MIRASTONE_081_LC09;NOT USED
ITEM_NAME_MIRASTONE_082;Thunder Resistance+ Mirajewel
ITEM_NAME_MIRASTONE_082_LC01;Thunder Resistance+ mirajewel
ITEM_NAME_MIRASTONE_082_LC02;NOT USED
ITEM_NAME_MIRASTONE_082_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_082_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_082_LC05;Thunder Resistance+ mirajewels
ITEM_NAME_MIRASTONE_082_LC06;NOT USED
ITEM_NAME_MIRASTONE_082_LC07;NOT USED
ITEM_NAME_MIRASTONE_082_LC08;NOT USED
ITEM_NAME_MIRASTONE_082_LC09;NOT USED
ITEM_NAME_MIRASTONE_083;Thunder Resistance++ Mirajewel
ITEM_NAME_MIRASTONE_083_LC01;Thunder Resistance++ mirajewel
ITEM_NAME_MIRASTONE_083_LC02;NOT USED
ITEM_NAME_MIRASTONE_083_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_083_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_083_LC05;Thunder Resistance++ mirajewels
ITEM_NAME_MIRASTONE_083_LC06;NOT USED
ITEM_NAME_MIRASTONE_083_LC07;NOT USED
ITEM_NAME_MIRASTONE_083_LC08;NOT USED
ITEM_NAME_MIRASTONE_083_LC09;NOT USED
ITEM_NAME_MIRASTONE_084;Thunder Resistance+++ Mirajewel
ITEM_NAME_MIRASTONE_084_LC01;Thunder Resistance+++ mirajewel
ITEM_NAME_MIRASTONE_084_LC02;NOT USED
ITEM_NAME_MIRASTONE_084_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_084_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_084_LC05;Thunder Resistance+++ mirajewels
ITEM_NAME_MIRASTONE_084_LC06;NOT USED
ITEM_NAME_MIRASTONE_084_LC07;NOT USED
ITEM_NAME_MIRASTONE_084_LC08;NOT USED
ITEM_NAME_MIRASTONE_084_LC09;NOT USED
ITEM_NAME_MIRASTONE_085;Water Resistance+ Mirajewel
ITEM_NAME_MIRASTONE_085_LC01;Water Resistance+ mirajewel
ITEM_NAME_MIRASTONE_085_LC02;NOT USED
ITEM_NAME_MIRASTONE_085_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_085_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_085_LC05;Water Resistance+ mirajewels
ITEM_NAME_MIRASTONE_085_LC06;NOT USED
ITEM_NAME_MIRASTONE_085_LC07;NOT USED
ITEM_NAME_MIRASTONE_085_LC08;NOT USED
ITEM_NAME_MIRASTONE_085_LC09;NOT USED
ITEM_NAME_MIRASTONE_086;Water Resistance++ Mirajewel
ITEM_NAME_MIRASTONE_086_LC01;Water Resistance++ mirajewel
ITEM_NAME_MIRASTONE_086_LC02;NOT USED
ITEM_NAME_MIRASTONE_086_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_086_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_086_LC05;Water Resistance++ mirajewels
ITEM_NAME_MIRASTONE_086_LC06;NOT USED
ITEM_NAME_MIRASTONE_086_LC07;NOT USED
ITEM_NAME_MIRASTONE_086_LC08;NOT USED
ITEM_NAME_MIRASTONE_086_LC09;NOT USED
ITEM_NAME_MIRASTONE_087;Water Resistance+++ Mirajewel
ITEM_NAME_MIRASTONE_087_LC01;Water Resistance+++ mirajewel
ITEM_NAME_MIRASTONE_087_LC02;NOT USED
ITEM_NAME_MIRASTONE_087_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_087_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_087_LC05;Water Resistance+++ mirajewels
ITEM_NAME_MIRASTONE_087_LC06;NOT USED
ITEM_NAME_MIRASTONE_087_LC07;NOT USED
ITEM_NAME_MIRASTONE_087_LC08;NOT USED
ITEM_NAME_MIRASTONE_087_LC09;NOT USED
ITEM_NAME_MIRASTONE_088;Wind Resistance+ Mirajewel
ITEM_NAME_MIRASTONE_088_LC01;Wind Resistance+ mirajewel
ITEM_NAME_MIRASTONE_088_LC02;NOT USED
ITEM_NAME_MIRASTONE_088_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_088_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_088_LC05;Wind Resistance+ mirajewels
ITEM_NAME_MIRASTONE_088_LC06;NOT USED
ITEM_NAME_MIRASTONE_088_LC07;NOT USED
ITEM_NAME_MIRASTONE_088_LC08;NOT USED
ITEM_NAME_MIRASTONE_088_LC09;NOT USED
ITEM_NAME_MIRASTONE_089;Wind Resistance++ Mirajewel
ITEM_NAME_MIRASTONE_089_LC01;Wind Resistance++ mirajewel
ITEM_NAME_MIRASTONE_089_LC02;NOT USED
ITEM_NAME_MIRASTONE_089_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_089_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_089_LC05;Wind Resistance++ mirajewels
ITEM_NAME_MIRASTONE_089_LC06;NOT USED
ITEM_NAME_MIRASTONE_089_LC07;NOT USED
ITEM_NAME_MIRASTONE_089_LC08;NOT USED
ITEM_NAME_MIRASTONE_089_LC09;NOT USED
ITEM_NAME_MIRASTONE_090;Wind Resistance+++ Mirajewel
ITEM_NAME_MIRASTONE_090_LC01;Wind Resistance+++ mirajewel
ITEM_NAME_MIRASTONE_090_LC02;NOT USED
ITEM_NAME_MIRASTONE_090_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_090_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_090_LC05;Wind Resistance+++ mirajewels
ITEM_NAME_MIRASTONE_090_LC06;NOT USED
ITEM_NAME_MIRASTONE_090_LC07;NOT USED
ITEM_NAME_MIRASTONE_090_LC08;NOT USED
ITEM_NAME_MIRASTONE_090_LC09;NOT USED
ITEM_NAME_MIRASTONE_091;Earth Resistance+ Mirajewel
ITEM_NAME_MIRASTONE_091_LC01;Earth Resistance+ mirajewel
ITEM_NAME_MIRASTONE_091_LC02;NOT USED
ITEM_NAME_MIRASTONE_091_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_091_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_091_LC05;Earth Resistance+ mirajewels
ITEM_NAME_MIRASTONE_091_LC06;NOT USED
ITEM_NAME_MIRASTONE_091_LC07;NOT USED
ITEM_NAME_MIRASTONE_091_LC08;NOT USED
ITEM_NAME_MIRASTONE_091_LC09;NOT USED
